SrNo,Date,Sale Party,Quantity Sold,Sale Rate,Product,Grade,Company,Specific Grade,Purchase Party,Quantity Purchased,Purchase Rate
22733,2024-12-31,Sagar Polymers Buildtech (Secunderabad),11000,125,6230,LD 2 Mfi Non-Slip,Borough,LD,"Pearl Coast Polymers LLC (Dubai, UAE)",11000,124
22734,2024-12-31,Lucknow Godavari Moulders Pvt Ltd,15000,123,205TF,PP Thermoforming,HPCL,PP,"Palm Vista Polymers LLC (Dubai, UAE)",15000,122
22735,2024-12-31,Cityline Appliances Pvt Ltd (Aurangabad),9000,122,2018N,LL 2 Mfi Non-Slip,Lotrene,LL,"Huanxin Petrochem Corp. (Xiamen, China)",9000,121
22736,2024-12-31,Urban Faridabad Medical Devices Pvt Ltd,18000,120,6097,HD HM,Luban,HM,Gurugram Neelkanth Trading Co.,18000,119
22737,2024-12-31,Omkar Jalandhar Recyclers Pvt Ltd,14000,122,SH731,HIPS,Supreme,HIPS,Navneet Vasai Polymer Traders,14000,121
22738,2024-12-31,Gurugram Neelkanth Trading Co.,15000,122,1100FS,PP TQ,IOCL,PP,Arham Exim,15000,121
22739,2024-12-31,Galaxy Polymers Medical Devices (Gurugram),17000,120,F0118L,LL 1 Mfi Non-Slip,HMEL,LL,Udaipur Aravali Polymer Traders,17000,118
22740,2024-12-31,Core Polymers Textiles (Noida),16000,130,168MO,PP Moulding (10 Mfi),Borough,PP,"GoldRiver Materials Trading Co. (Tianjin, China)",16000,128
22741,2024-12-31,Capital Polymers Furniture (Thane),13000,127,LD002,LD Heavy Duty,RIL,LD,"Huanxin Petrochem Corp. (Xiamen, China)",13000,125
22742,2024-12-31,Capital Polymers Films & Sheets (Hyderabad),14000,128,SH450,HIPS,Supreme,HIPS,Unity Petrochem,14000,127
22743,2025-01-01,Navneet Housewares Pvt Ltd (Rajkot),11000,126,H200IG,PP Moulding (20 Mfi),Nayara,PP,"BlueCrane Petrochem Corp. (Ningbo, China)",11000,123
22744,2025-01-01,Vertex Polymers Electronics (Lucknow),13000,117,568MO,PPCP,Borough,PP,Prime Secunderabad Polymart,13000,114
22745,2025-01-01,Heritage Polymers WaterTech (Durgapur),10000,122,W20,PP Raffia,Gail,PP,Gurugram Neelkanth Trading Co.,10000,121
22746,2025-01-01,Dahej Vindhya Films & Sheets Pvt Ltd,11000,126,180M50,HD Injection Moulding,IOCL,HD,"GreatWall Plastics Co., Ltd. (Shanghai, China)",11000,125
22747,2025-01-01,Prime Coatings Pvt Ltd (Panipat),13000,116,7047,LL 1 Mfi Non-Slip,Luban,LL,Sunbeam Udaipur Plastics,13000,113
22748,2025-01-01,Pristine Vadodara Impex,17000,124,B0155D,HD Blow Moulding,HMEL,HD,Kanha Faridabad Polymer Traders,17000,121
22749,2025-01-01,Silvassa Stride 3D Printing Pvt Ltd,15000,120,AM120N,PP Moulding (12 Mfi),RIL,PP,"Palm Vista Polymers LLC (Dubai, UAE)",15000,118
22750,2025-01-01,Galaxy Polymers Medical Devices (Gurugram),13000,124,010F18S,LL 1 Mfi Slip,Opal,LL,Sigma Chemplast,13000,121
22751,2025-01-01,Prime Renewables Pvt Ltd (Meerut),14000,123,16MA400,LD Moulding,RIL,LD,Haridwar Galaxy Polymart,14000,121
22752,2025-01-01,Triveni Polymers 3D Printing (Hyderabad),11000,123,SC203TR,GPPS,Supreme,GPPS,Greentech Polytrade (Kochi),11000,121
22753,2025-01-01,Orbit Polychemicals (Cuttack),16000,123,C080,PPCP,RIL,PP,"Jinlong Petrochem Corp. (Ningbo, China)",16000,121
22754,2025-01-02,Ankleshwar Prime Housewares Pvt Ltd,16000,119,5000W,ABS,Taita,ABS,Dahej Aristo Polymart,16000,116
22755,2025-01-02,Navkar Gurugram Medical Devices Pvt Ltd,11000,122,2119,LD 2 Mfi Non-Slip,Sasol,LD,Shakti Kandla Commodities,11000,121
22756,2025-01-02,Neelkanth Buildtech Pvt Ltd (Hyderabad),11000,129,6147,HD MBM,Luban,HD,Stellar Polychemicals (Daman),11000,128
22757,2025-01-02,Lucknow Godavari Moulders Pvt Ltd,14000,123,0155D,HD MBM,HMEL,HD,Devika Polytrade (Ahmedabad),14000,122
22758,2025-01-02,Heritage Polymers WaterTech (Durgapur),17000,121,2050S,HD Injection Moulding (20 Mfi),HMEL,HD,"Palm Vista Polymers LLC (Dubai, UAE)",17000,120
22759,2025-01-02,Capital Furniture Pvt Ltd (Hyderabad),10000,124,Y35GR1,PP Lamination,HMEL,PP,Vector Coimbatore Polymers,10000,122
22760,2025-01-02,Capital Aurangabad Packagers Pvt Ltd,14000,132,4128N,PP TQ,Luban,PP,"Huanxin Petrochem Corp. (Xiamen, China)",14000,129
22761,2025-01-02,Faridabad Bluewave Chemplast,18000,127,SRX100,PPCP,RIL,PP,Orbit Poly Hub,18000,126
22762,2025-01-02,Siddhi Polymers Housewares (Kanpur),11000,124,5032,PP Raffia,Exxon,PP,Vadodara Urban Poly Solutions,11000,121
22763,2025-01-02,Unity Polymers Buildtech (Bengaluru),13000,124,0725n,LD Heavy Duty,Tasnee,LD,"SilverPanda Materials Trading Co. (Qingdao, China)",13000,122
22764,2025-01-02,Kandla Umiya Renewables Pvt Ltd,8000,127,B6003,HD Blow Moulding,Opal,HD,"Desert Dunes Petrochem DMCC (Dubai, UAE)",8000,125
22765,2025-01-02,Mahadev Polymers Agro Plast (Rajkot),14000,124,FC21HS,LL 1 Mfi Slip,Qamar,LL,Anand Poly Hub,14000,121
22766,2025-01-02,Shreenath Polymers Sports Goods (Ghaziabad),12000,117,7042,LL 2 Mfi Non-Slip,Luban,LL,"BlueCrane Petrochem Corp. (Ningbo, China)",12000,114
22767,2025-01-03,Meerut Krishna 3D Printing Pvt Ltd,15000,124,2518,LD 2 Mfi Non-Slip,Sabic,LD,"Palm Vista Polymers LLC (Dubai, UAE)",15000,123
22768,2025-01-03,Infinity Ahmedabad Consumer Products Pvt Ltd,8000,121,hkr102,PP Raffia,Sabic,PP,"Shengda Materials Trading Co. (Ningbo, China)",8000,119
22769,2025-01-03,Cityline Appliances Pvt Ltd (Aurangabad),15000,116,2421H,LD 2 Mfi Non-Slip,Basell,LD,"Shengda Materials Trading Co. (Ningbo, China)",15000,115
22770,2025-01-03,Navkar Bhiwandi Electricals Pvt Ltd,16000,123,J1020FA20,LD 2 Mfi Non-Slip,RIL,LD,"Desert Dunes Petrochem DMCC (Dubai, UAE)",16000,120
22771,2025-01-03,Pioneer Polymers Housewares (Mangaluru),10000,128,SRM100,PPCP,RIL,PP,Devika Gurugram Petrochem,10000,125
22772,2025-01-03,Udaipur Narmada Polychem,11000,123,2018N,LL 2 Mfi Non-Slip,Lotrene,LL,Aurangabad Vector Petrochem,11000,120
22773,2025-01-03,Capital Furniture Pvt Ltd (Hyderabad),14000,127,Q1018N,LL 1 Mfi Non-Slip,Lotrene,LL,"SilverPanda Materials Trading Co. (Qingdao, China)",14000,126
22774,2025-01-03,Kochi Stellar Textiles Pvt Ltd,8000,125,FC21HS,LL 1 Mfi Slip,Qamar,LL,Heritage Kochi Plastics,8000,122
22775,2025-01-03,Pristine Vadodara Impex,9000,117,HC116FB,PP Raffia,Borough,PP,"Sandshell Trading DMCC (Dubai, UAE)",9000,115
22776,2025-01-03,Kandla Umiya Renewables Pvt Ltd,6000,120,Q1018H,LL 1 Mfi Slip,Lotrene,LL,Bhiwandi Rajhans Polymers,6000,118
22777,2025-01-03,Omkar Furniture Pvt Ltd (Thane),9000,121,HY035R,PP Lamination,MRPL,PP,Desi Exim (Panipat),9000,120
22778,2025-01-03,Siddhi Polymers Housewares (Kanpur),12000,122,52GB003,HD Blow Moulding,RIL,HD,"Palm Vista Trading DMCC (Dubai, UAE)",12000,121
22779,2025-01-04,Noida Mahadev Polymart,17000,124,2380M,PP Moulding (7 Mfi),Luban,PP,"Desert Dunes Petrochem DMCC (Dubai, UAE)",17000,121
22780,2025-01-04,Paramount Polymers Medical Devices (Meerut),14000,123,Lotrene 0710,LD Lamination,Lotrene,LD,Sigma Mysuru Commodities,14000,120
22781,2025-01-04,Vapi Nexus Housewares Pvt Ltd,11000,123,B52A003,HD Blow Moulding,Gail,HD,Pacific Impex (Lucknow),11000,120
22782,2025-01-04,Zenith Polymers Automotive Components (Noida),9000,124,F0218L,LL 2 Mfi Non-Slip,HMEL,LL,Hyderabad Bluewave Poly Solutions,9000,123
22783,2025-01-04,Rajhans Silvassa Commodities,17000,130,H350C,PP Moulding (38 Mfi),RIL,PP,"Jinlong Petrochem Corp. (Ningbo, China)",17000,127
22784,2025-01-04,Neelkanth Buildtech Pvt Ltd (Hyderabad),13000,133,JF18010,LL 1 Mfi Non-Slip,RIL,LL,"BlueCrane Petrochem Corp. (Ningbo, China)",13000,131
22785,2025-01-04,Kochi Stellar Textiles Pvt Ltd,14000,129,52518,HD Injection Moulding,Iran,HD,Sunbeam Udaipur Plastics,14000,127
22786,2025-01-04,Sigma Polymers Furniture (Indore),13000,118,PS330,HIPS,Sabic,HIPS,"Palm Vista Trading DMCC (Dubai, UAE)",13000,117
22787,2025-01-04,Orbit Polychemicals (Cuttack),14000,128,HM120A,PP Moulding,HPCL,PP,Pacific Impex (Lucknow),14000,125
22788,2025-01-04,Shubham Indore WaterTech Pvt Ltd,13000,123,010F18S,LL 1 Mfi Slip,Opal,LL,Prime Secunderabad Polymart,13000,121
22789,2025-01-05,Sunrise Kolkata Consumer Products Pvt Ltd,10000,124,1100N,PP Moulding (12 Mfi),AAPC,PP,"Huanxin Petrochem Corp. (Xiamen, China)",10000,123
22790,2025-01-05,Howrah Reliable Agro Plast Pvt Ltd,14000,119,GX20,LD Lamination Plain Bag,Sabic,LD,"Desert Dunes Petrochem DMCC (Dubai, UAE)",14000,118
22791,2025-01-05,Orbit Polychemicals (Cuttack),20000,128,4023WN,LD GP,Sabic,LD,"GoldRiver Materials Trading Co. (Tianjin, China)",20000,126
22792,2025-01-05,Zenith Polymers Automotive Components (Noida),16000,118,6095,HD HM,Luban,HM,Haridwar Mahadev Chemplast,16000,116
22793,2025-01-05,Mahadev Ahmedabad Electronics Pvt Ltd,7000,121,H120IG,PP Moulding (12 Mfi),Nayara,PP,Vector Coimbatore Polymers,7000,120
22794,2025-01-05,Urban Faridabad Medical Devices Pvt Ltd,9000,124,TR571,HD Blow Moulding,Lotrene,HD,Apex Impex (Cuttack),9000,121
22795,2025-01-05,Infinity Polymers 3D Printing (Mangaluru),11000,128,W20,PP Raffia,Gail,PP,Galaxy Petrochem (Ankleshwar),11000,126
22796,2025-01-05,Prime Polymers Textiles (Mangaluru),11000,127,52B18,HD Injection Moulding,BPC,HD,Arham Exim,11000,126
22797,2025-01-05,Vertex Polymers Electronics (Lucknow),10000,127,F0120L,LL 1 Mfi Slip,HMEL,LL,Arham Exim,10000,124
22798,2025-01-05,Ganga Pharma Packaging Pvt Ltd (Surat),13000,125,SH300,HIPS,Supreme,HIPS,"BlueCrane Petrochem Corp. (Ningbo, China)",13000,124
22799,2025-01-05,Matrix Polymers Cables (Mumbai),11000,126,16MA400,LD Moulding,RIL,LD,"Sandshell Trading DMCC (Dubai, UAE)",11000,125
22800,2025-01-05,Capital Furniture Pvt Ltd (Hyderabad),12000,129,1969,LD Lamination,Sasol,LD,Anand Poly Hub,12000,127
22801,2025-01-06,Narmada WaterTech Pvt Ltd (Thane),12000,129,119ZJ,LL 1 Mfi Slip,Sabic,LL,"Jumeirah Crest Trading DMCC (Dubai, UAE)",12000,126
22802,2025-01-06,Narmada Buildtech Pvt Ltd (Noida),15000,123,456J,PP Raffia,Basell,PP,Velocity Trading Co.,15000,121
22803,2025-01-06,Omkar Furniture Pvt Ltd (Thane),9000,123,119ZJ,LL 1 Mfi Slip,Sabic,LL,"Huanxin Petrochem Corp. (Xiamen, China)",9000,121
22804,2025-01-06,Desi Polymers Adhesives (Mumbai),14000,115,180M50,HD Injection Moulding,IOCL,HD,"Pearl Coast Polymers LLC (Dubai, UAE)",14000,112
22805,2025-01-06,Infinity Ahmedabad Consumer Products Pvt Ltd,14000,118,125MO,PP Moulding (12 Mfi),Borough,PP,Sai Trading Co.,14000,115
22806,2025-01-06,Sai Polymers Moulders (Kolkata),17000,133,4025ZN,LD GP,Sabic,LD,Sigma Polychemicals (Meerut),17000,131
22807,2025-01-06,Lucknow Godavari Moulders Pvt Ltd,13000,120,Y50,PP Raffia,Gail,PP,Aristo Commodities (Agra),13000,119
22808,2025-01-06,Kandla Crystal Plastics,17000,123,AM120N,PP Moulding (12 Mfi),RIL,PP,Velocity Trading Co.,17000,122
22809,2025-01-06,Indore Pristine Packagers Pvt Ltd,11000,117,Grade 1,PP Moulding,Basell,PP,Kolkata Dynamic Chemplast,11000,114
22810,2025-01-06,Bluewave Adhesives Pvt Ltd (Silvassa),15000,129,4128N,PP TQ,Luban,PP,"GreatWall Plastics Co., Ltd. (Shanghai, China)",15000,126
22811,2025-01-06,Vapi Nexus Housewares Pvt Ltd,12000,116,Y35GR1,PP Lamination,HMEL,PP,Aurangabad Vector Petrochem,12000,114
22812,2025-01-06,Tirupati Sports Goods Pvt Ltd (Silvassa),13000,126,4023WN,LD GP,Sabic,LD,"Falaj Trading DMCC (Dubai, UAE)",13000,125
22813,2025-01-06,Sunrise Textiles Pvt Ltd (Kolkata),13000,117,E45,HD Film,Gail,HD,Faridabad Siddhi Polymer Traders,13000,114
22814,2025-01-07,Mangalam Navi Mumbai Electricals Pvt Ltd,11000,127,0155D,HD MBM,HMEL,HD,Sunbeam Ghaziabad Petrochem,11000,125
22815,2025-01-07,Urban Faridabad Medical Devices Pvt Ltd,13000,112,52B18,HD Injection Moulding,BPC,HD,Aravali Trading Co.,13000,111
22816,2025-01-07,Umiya Faridabad Footwear Pvt Ltd,12000,122,EX5,HD HM,Iran,HM,Mahadev Bengaluru Chemplast,12000,121
22817,2025-01-07,Anand Polymers Textiles (Pune),16000,123,H120IG,PP Moulding (12 Mfi),Nayara,PP,"Desert Dunes Petrochem DMCC (Dubai, UAE)",16000,122
22818,2025-01-07,Nagpur Vindhya Packaging Pvt Ltd,13000,121,B56003,HD Blow Moulding,RIL,HD,"Pearl Coast Exim DMCC (Dubai, UAE)",13000,120
22819,2025-01-07,Kandla Crystal Plastics,15000,127,F0148D,HD Medium Blow Moulding,HMEL,HD,Stellar Polychemicals (Daman),15000,126
22820,2025-01-07,Ankleshwar Prime Housewares Pvt Ltd,12000,115,F0050D,HD HM,HMEL,HM,Core Udaipur Commodities,12000,112
22821,2025-01-07,Bluewave Ankleshwar Electronics Pvt Ltd,16000,125,HM120A,PP Moulding,HPCL,PP,"BlueCrane Petrochem Corp. (Ningbo, China)",16000,124
22822,2025-01-07,Navkar Bhiwandi Electricals Pvt Ltd,13000,127,2119,LD 2 Mfi Non-Slip,Sasol,LD,"Desert Dunes Petrochem DMCC (Dubai, UAE)",13000,126
22823,2025-01-07,Capital Furniture Pvt Ltd (Hyderabad),9000,112,K222D,Nylon,Akulon,Nylon,"Desert Dunes Petrochem DMCC (Dubai, UAE)",9000,111
22824,2025-01-07,Beacon WaterTech Pvt Ltd (Vapi),21000,129,M307,PP Moulding (7 Mfi),Haldia,PP,"Shengda Materials Trading Co. (Ningbo, China)",21000,127
22825,2025-01-07,Ghaziabad Infinity Toys Pvt Ltd,18000,123,HM120A,PP Moulding (12 Mfi),HPCL,PP,"Palm Vista Trading DMCC (Dubai, UAE)",18000,122
22826,2025-01-08,Sigma Polymers Furniture (Indore),15000,123,7050,LL 2 Mfi Slip,Luban,LL,"Huanxin Petrochem Corp. (Xiamen, China)",15000,121
22827,2025-01-08,Narmada Buildtech Pvt Ltd (Noida),16000,126,52518,HD Injection Moulding,Iran,HD,Shubham Impex,16000,124
22828,2025-01-08,Navkar Gurugram Medical Devices Pvt Ltd,13000,127,1925,LL 2 Mfi Slip,Tasnee,LL,Reliable Polytrade (Tiruppur),13000,126
22829,2025-01-08,Indore Pristine Packagers Pvt Ltd,14000,125,J1005,LD Milk Pouch,RIL,LD,Aristo Commodities (Agra),14000,122
22830,2025-01-08,Sunrise Textiles Pvt Ltd (Kolkata),17000,124,FC21HS,LL 1 Mfi Slip,Qamar,LL,Anand Commodities (Mysuru),17000,121
22831,2025-01-08,Ghaziabad Bharat Polytrade,12000,124,B52A003,HD Blow Moulding,Gail,HD,"Huanxin Petrochem Corp. (Xiamen, China)",12000,122
22832,2025-01-08,Sahyadri Indore Coatings Pvt Ltd,15000,114,M60075,HD Injection Moulding,RIL,HD,"DragonGate Materials Trading Co. (Shanghai, China)",15000,113
22833,2025-01-08,Neelkanth Footwear Pvt Ltd (Panipat),19000,132,C7100,LD Lamination,APC,LD,Anand Poly Hub,19000,131
22834,2025-01-08,Konark Footwear Pvt Ltd (Pithampur),16000,118,7019EC,LD Lamination,Sabic,LD,"Falaj Trading DMCC (Dubai, UAE)",16000,115
22835,2025-01-08,Orbit Polychemicals (Cuttack),9000,122,223,LL 1 Mfi Slip,Basell,LL,Shakti Chemplast (Navi Mumbai),9000,121
22836,2025-01-08,Ghaziabad Vindhya Consumer Products Pvt Ltd,13000,130,I56a200,HD Injection Moulding,Gail,HD,Kanha Exim,13000,127
22837,2025-01-08,Aravali Coimbatore Films & Sheets Pvt Ltd,13000,126,EC7000,LD Lamination,Dow,LD,Galaxy Chemplast (Mysuru),13000,124
22838,2025-01-09,Meerut Prime Appliances Pvt Ltd,17000,122,010F18S,LL 1 Mfi Slip,Opal,LL,Aravali Trading Co.,17000,121
22839,2025-01-09,Kanha Electronics Pvt Ltd (Ludhiana),13000,124,M26500,LL Moulding (50Mfi),RIL,LL,"Palm Vista Polymers LLC (Dubai, UAE)",13000,121
22840,2025-01-09,Krishna Sports Goods Pvt Ltd (Ahmedabad),16000,129,0155D,HD MBM,HMEL,HD,"Pearl Coast Exim DMCC (Dubai, UAE)",16000,126
22841,2025-01-09,Allied Jaipur Packagers Pvt Ltd,15000,120,52518,HD Injection Moulding,Iran,HD,Mahadev Commodities (Howrah),15000,118
22842,2025-01-09,Paramount Polymers Stationery (Pune),13000,117,TR571,HD Blow Moulding,Lotrene,HD,Mumbai Pacific Polymer Traders,13000,115
22843,2025-01-09,Haridwar Galaxy Polymart,12000,127,HNR100,PP Moulding,Sasol,PP,Vector Coimbatore Polymers,12000,124
22844,2025-01-09,Heritage Polymers WaterTech (Durgapur),13000,124,MH13,PP Moulding (13 Mfi),Opal,PP,"BlueCrane Petrochem Corp. (Ningbo, China)",13000,123
22845,2025-01-09,Howrah Reliable Agro Plast Pvt Ltd,19000,125,RH03,PP Raffia,Opal,PP,Radiant Impex,19000,123
22846,2025-01-09,Sunbeam Polymers Electronics (Bhiwandi),14000,120,4024ZN,LD GP,Sabic,LD,"Lianhua Plastics Co., Ltd. (Shanghai, China)",14000,118
22847,2025-01-09,Konark Footwear Pvt Ltd (Pithampur),11000,123,2427H,LD 2 Mfi Slip,Basell,LD,Shakti Chemplast (Navi Mumbai),11000,121
22848,2025-01-09,Radiant Polymers Automotive Components (Agra),13000,124,SH450,HIPS,Supreme,HIPS,Bharat Chemplast,13000,122
22849,2025-01-09,Meerut Stellar Pharma Packaging Pvt Ltd,16000,123,118WM,LL 1 Mfi Slip,Sabic Malaysia,LL,Sigma Polychemicals (Meerut),16000,121
22850,2025-01-09,Hiral Electronics Pvt Ltd (Haridwar),16000,120,EC7000,LD Lamination,Dow,LD,Panipat Sunbeam Polychemicals,16000,117
22851,2025-01-09,Sai Lucknow Polymer Traders,13000,127,1200MC,PP Moulding (20 Mfi),IOCL,PP,Vadodara Godavari Exim,13000,125
22852,2025-01-10,Mangalam Navi Mumbai Electricals Pvt Ltd,13000,122,F01019S,LL 1 Mfi Slip,HPCL,LL,Matrix Mumbai Exim,13000,121
22853,2025-01-10,Narmada Buildtech Pvt Ltd (Noida),12000,120,SH450,HIPS,Supreme,HIPS,Urban Polymart,12000,118
22854,2025-01-10,Momentum Kanpur Housewares Pvt Ltd,15000,124,J1020FF20,LD 2 Mfi Non-Slip,RIL,LD,Agra Sunbeam Plastics,15000,122
22855,2025-01-10,Nagpur Millennium Textiles Pvt Ltd,8000,128,SRX100,PPCP,RIL,PP,"BlueCrane Petrochem Corp. (Ningbo, China)",8000,125
22856,2025-01-10,Vector Moulders Pvt Ltd (Daman),11000,123,17450,HD Injection Moulding (18 mfi),Dow,HD,Navneet Polychemicals,11000,121
22857,2025-01-10,Allied Jaipur Packagers Pvt Ltd,19000,125,FU5100 / M7100,HD Film,Lotte,HD,Shakti Chemplast (Navi Mumbai),19000,124
22858,2025-01-10,Heritage Adhesives Pvt Ltd (Nashik),12000,121,RH03,PP Raffia,Opal,PP,"Jinlong Petrochem Corp. (Ningbo, China)",12000,120
22859,2025-01-10,Neelkanth WaterTech Pvt Ltd (Jodhpur),14000,125,F0218L,LL 2 Mfi Non-Slip,HMEL,LL,Neelkanth Petrochem (Ankleshwar),14000,123
22860,2025-01-10,Galaxy Polymers Medical Devices (Gurugram),12000,124,F18S,LL 1 Mfi Slip,Gail,LL,"Pearl Coast Exim DMCC (Dubai, UAE)",12000,121
22861,2025-01-10,Nagpur Vindhya Packaging Pvt Ltd,15000,124,010F18S,LL 1 Mfi Slip,Opal,LL,Sigma Polychemicals (Meerut),15000,122
22862,2025-01-10,Kandla Umiya Renewables Pvt Ltd,13000,125,6097,HD HM,Luban,HM,Neelkanth Petrochem (Ankleshwar),13000,123
22863,2025-01-10,Udaipur Narmada Polychem,13000,124,LD 955,LD Lamination,Hanwha,LD,"SilverPanda Materials Trading Co. (Qingdao, China)",13000,122
22864,2025-01-10,Vertex 3D Printing Pvt Ltd (Nashik),12000,122,2047A,LD GP,Sasol,LD,"Sandshell Trading DMCC (Dubai, UAE)",12000,121
22865,2025-01-11,Ludhiana Millennium Stationery Pvt Ltd,14000,120,1070LA17,LD Lamination,RIL,LD,Infinity Polymart (Meerut),14000,119
22866,2025-01-11,Galaxy Polymers Medical Devices (Gurugram),13000,123,R03RR,PP Raffia,HMEL,PP,Tirupati Ghaziabad Polymers,13000,121
22867,2025-01-11,Vapi Nexus Housewares Pvt Ltd,17000,126,CM12RR,PPCP (12 MFI),HMEL,PP,Vadodara Urban Poly Solutions,17000,123
22868,2025-01-11,Kochi Stellar Textiles Pvt Ltd,10000,126,Ravago LL 1 Mfi slip,LL 1 Mfi Slip,Ravago,LL,Beacon Cuttack Poly Hub,10000,123
22869,2025-01-11,Kanha Polymers Industrials (Silvassa),12000,130,HT003T,PP Thermoforming,Gail,PP,Sai Lucknow Polymer Traders,12000,127
22870,2025-01-11,Ankleshwar Prime Housewares Pvt Ltd,13000,126,5502BN,HD Blow Moulding,Marlex,HD,Cityline Trading Co.,13000,123
22871,2025-01-11,Jodhpur Reliable Pipes & Fittings Pvt Ltd,12000,131,2050S,HD Injection Moulding (20 Mfi),HMEL,HD,"Falaj Trading DMCC (Dubai, UAE)",12000,130
22872,2025-01-11,Navkar Bhiwandi Electricals Pvt Ltd,13000,124,SC203EL,GPPS,Supreme,GPPS,"BlueCrane Petrochem Corp. (Ningbo, China)",13000,123
22873,2025-01-11,Prime Renewables Pvt Ltd (Meerut),17000,125,F20S,LL 1 Mfi Slip,Gail,LL,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",17000,122
22874,2025-01-11,Devika Polymers Coatings (Jalandhar),10000,118,B56003,HD Blow Moulding,RIL,HD,"Jumeirah Crest Trading DMCC (Dubai, UAE)",10000,116
22875,2025-01-11,Prime Coatings Pvt Ltd (Panipat),14000,120,2421H,LD 2 Mfi Non-Slip,Basell,LD,Dahej Arham Polytrade,14000,117
22876,2025-01-11,Narmada WaterTech Pvt Ltd (Thane),9000,127,020F18A,LL 2 Mfi Non-Slip,Opal,LL,Hyderabad Bluewave Poly Solutions,9000,125
22877,2025-01-11,Omkar Furniture Pvt Ltd (Thane),15000,123,012T,PP Moulding (12 Mfi),MRPL,PP,"GoldRiver Materials Trading Co. (Tianjin, China)",15000,120
22878,2025-01-11,Unity Polymers Buildtech (Bengaluru),9000,122,R03RR,PP Raffia,HMEL,PP,Arham Exim,9000,121
22879,2025-01-12,Infinity Ahmedabad Consumer Products Pvt Ltd,10000,128,1018MK,LLM 1 Mfi Non-Slip,Exxon,LL,Cityline Poly Solutions,10000,127
22880,2025-01-12,Tirupati Sports Goods Pvt Ltd (Silvassa),20000,116,4025ZN,LD GP,Sabic,LD,Mangalam Polytrade (Ludhiana),20000,114
22881,2025-01-12,Neelkanth WaterTech Pvt Ltd (Jodhpur),15000,123,568MO,PPCP,Borough,PP,Pacific Impex (Lucknow),15000,121
22882,2025-01-12,Mahadev Lucknow Agro Plast Pvt Ltd,15000,123,H036RG,PP Raffia,Nayara,PP,Navkar Dahej Impex,15000,121
22883,2025-01-12,Kandla Umiya Renewables Pvt Ltd,18000,120,Grade 1,PP Moulding,Basell,PP,"SilverPanda Materials Trading Co. (Qingdao, China)",18000,119
22884,2025-01-12,Prime Renewables Pvt Ltd (Meerut),16000,126,5831D,HD Blow Moulding,Basell,HD,Haridwar Galaxy Polymart,16000,124
22885,2025-01-12,Panipat Sunbeam Polychemicals,16000,125,1018MK,LLM 1 Mfi Non-Slip,Exxon,LL,"Huanxin Petrochem Corp. (Xiamen, China)",16000,122
22886,2025-01-12,Anand Polymers Textiles (Pune),9000,129,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,Navneet Polychemicals (Pithampur),9000,126
22887,2025-01-12,Dahej Vindhya Films & Sheets Pvt Ltd,12000,127,F46003,HD Film,RIL,HD,Sai Thane Petrochem,12000,125
22888,2025-01-12,Prime Polymers Textiles (Mangaluru),15000,127,HT003T,PP Thermoforming,Gail,PP,"Huanxin Petrochem Corp. (Xiamen, China)",15000,125
22889,2025-01-12,Siddhi Pipes & Fittings Pvt Ltd (Ghaziabad),12000,131,1350EG,PP Extrusion (35 Mfi),IOCL,PP,Vertex Exim,12000,128
22890,2025-01-12,Capital Polymers Furniture (Thane),14000,121,F18S,LL 1 Mfi Slip,Gail,LL,"GoldRiver Materials Trading Co. (Tianjin, China)",14000,120
22891,2025-01-12,Bluewave Ankleshwar Electronics Pvt Ltd,20000,123,2221D,LD Heavy Duty,Basell,LD,Galaxy Petrochem (Ankleshwar),20000,122
22892,2025-01-12,Arham Exim,11000,121,332L,PPCP (7 MFI),Basell,PP,"Marina Gate Polymers LLC (Dubai, UAE)",11000,120
22893,2025-01-12,Pristine Vadodara Impex,14000,126,952,HD HM,Sabic,HM,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",14000,123
22894,2025-01-13,Radiant Polymers Automotive Components (Agra),7000,121,6236,LD 2 Mfi Slip,Borough,LD,Orbit Poly Hub,7000,120
22895,2025-01-13,Radiant Kochi Renewables Pvt Ltd,14000,122,801YY,LD Lamination,Titan,LD,Aurangabad Vector Petrochem,14000,121
22896,2025-01-13,Galaxy Polymers Medical Devices (Gurugram),9000,127,2018N,LL 2 Mfi Non-Slip,Lotrene,LL,"Marina Gate Polymers LLC (Dubai, UAE)",9000,125
22897,2025-01-13,Allied Jaipur Packagers Pvt Ltd,18000,122,0155D,HD MBM,HMEL,HD,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",18000,120
22898,2025-01-13,Triveni Petrochem,9000,120,1110MAS,PP Moulding (11 Mfi),IOCL,PP,Rajhans Polychemicals,9000,118
22899,2025-01-13,Daman Umiya Agro Plast Pvt Ltd,11000,127,HTA001,HD Film,Exxon,HD,Crescent Bhiwandi Plastics,11000,124
22900,2025-01-13,Beacon Vadodara Coatings Pvt Ltd,8000,118,5230,LD Heavy Duty,Borough,LD,"GreatWall Plastics Co., Ltd. (Shanghai, China)",8000,116
22901,2025-01-13,Paramount Polymers Stationery (Pune),7000,123,1030MG,PP Moulding (3 Mfi),IOCL,PP,Devika Polymers (Udaipur),7000,120
